Module,Class,Function,Full Name,Type,Signature,Has *args,Has **kwargs,Line,File
machine,,dht_readinto,dht_readinto,function,"(*args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,deinit,SoftSPI.deinit,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,init,SoftSPI.init,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,write_readinto,SoftSPI.write_readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,read,SoftSPI.read,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,write,SoftSPI.write,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,readinto,SoftSPI.readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,USBDevice.BUILTIN_CDC,__init__,USBDevice.BUILTIN_CDC.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,USBDevice.BUILTIN_NONE,__init__,USBDevice.BUILTIN_NONE.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,USBDevice.BUILTIN_DEFAULT,__init__,USBDevice.BUILTIN_DEFAULT.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,Pin.cpu,__init__,Pin.cpu.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,Pin.board,__init__,Pin.board.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,SoftI2C,readfrom_mem_into,SoftI2C.readfrom_mem_into,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom_into,SoftI2C.readfrom_into,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom_mem,SoftI2C.readfrom_mem,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writeto_mem,SoftI2C.writeto_mem,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,scan,SoftI2C.scan,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writeto,SoftI2C.writeto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writevto,SoftI2C.writevto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,start,SoftI2C.start,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom,SoftI2C.readfrom,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readinto,SoftI2C.readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,init,SoftI2C.init,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,stop,SoftI2C.stop,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,write,SoftI2C.write,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, channel, *, **kwargs)",False,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, source, *, **kwargs)",False,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, channel, source, *, **kwargs)",False,True,0,machine.pyi
math,,isclose,isclose,function,"(*args, **kwargs)",True,True,0,math.pyi
math,,factorial,factorial,function,"(*args, **kwargs)",True,True,0,math.pyi
neopixel,,bitstream,bitstream,function,"(*args, **kwargs)",True,True,0,neopixel.pyi
network,,ipconfig,ipconfig,function,"(param, *args, **kwargs)",True,True,0,network.pyi
network,,route,route,function,"(*args, **kwargs)",True,True,0,network.pyi
network,WLAN,ipconfig,WLAN.ipconfig,method,"(self, *args, **kwargs)",True,True,0,network.pyi
network,WLAN,ioctl,WLAN.ioctl,method,"(self, *args, **kwargs)",True,True,0,network.pyi
network,WLAN,send_ethernet,WLAN.send_ethernet,method,"(self, *args, **kwargs)",True,True,0,network.pyi
network,WLAN,config,WLAN.config,method,"(self, *, **kwargs)",False,True,0,network.pyi
network,WLAN,deinit,WLAN.deinit,method,"(self, *args, **kwargs)",True,True,0,network.pyi
network,AbstractNIC,connect,AbstractNIC.connect,method,"(*, **kwargs)",False,True,0,network.pyi
network,AbstractNIC,connect,AbstractNIC.connect,method,"(*, **kwargs)",False,True,0,network.pyi
network,AbstractNIC,config,AbstractNIC.config,method,"(self, *, **kwargs)",False,True,0,network.pyi
ntptime,,time,time,function,"(*args, **kwargs)",True,True,0,ntptime.pyi
ntptime,,settime,settime,function,"(*args, **kwargs)",True,True,0,ntptime.pyi
ntptime,,gmtime,gmtime,function,"(*args, **kwargs)",True,True,0,ntptime.pyi
onewire,OneWire,select_rom,OneWire.select_rom,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,writebit,OneWire.writebit,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,writebyte,OneWire.writebyte,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,_search_rom,OneWire._search_rom,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,write,OneWire.write,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,crc8,OneWire.crc8,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readinto,OneWire.readinto,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,scan,OneWire.scan,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,reset,OneWire.reset,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readbit,OneWire.readbit,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readbyte,OneWire.readbyte,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,__init__,OneWire.__init__,method,"(self, *argv, **kwargs)",False,True,0,onewire.pyi
socket,,reset,reset,function,"(*args, **kwargs)",True,True,0,socket.pyi
socket,,print_pcbs,print_pcbs,function,"(*args, **kwargs)",True,True,0,socket.pyi
socket,,callback,callback,function,"(*args, **kwargs)",True,True,0,socket.pyi
tls,SSLContext,load_verify_locations,SSLContext.load_verify_locations,method,"(self, *args, **kwargs)",True,True,0,tls.pyi
tls,SSLContext,set_ciphers,SSLContext.set_ciphers,method,"(self, *args, **kwargs)",True,True,0,tls.pyi
tls,SSLContext,wrap_socket,SSLContext.wrap_socket,method,"(self, *args, **kwargs)",True,True,0,tls.pyi
tls,SSLContext,load_cert_chain,SSLContext.load_cert_chain,method,"(self, *args, **kwargs)",True,True,0,tls.pyi
tls,SSLContext,get_ciphers,SSLContext.get_ciphers,method,"(self, *args, **kwargs)",True,True,0,tls.pyi
tls,SSLContext,__init__,SSLContext.__init__,method,"(self, *argv, **kwargs)",False,True,0,tls.pyi
ucollections,OrderedDict,popitem,OrderedDict.popitem,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,pop,OrderedDict.pop,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,values,OrderedDict.values,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,setdefault,OrderedDict.setdefault,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,update,OrderedDict.update,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,copy,OrderedDict.copy,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,clear,OrderedDict.clear,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,keys,OrderedDict.keys,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,get,OrderedDict.get,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,items,OrderedDict.items,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,fromkeys,OrderedDict.fromkeys,method,"(cls, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,__init__,OrderedDict.__init__,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucryptolib,aes,encrypt,aes.encrypt,method,"(self, *args, **kwargs)",True,True,0,ucryptolib.pyi
ucryptolib,aes,decrypt,aes.decrypt,method,"(self, *args, **kwargs)",True,True,0,ucryptolib.pyi
ucryptolib,aes,__init__,aes.__init__,method,"(self, *argv, **kwargs)",False,True,0,ucryptolib.pyi
uhashlib,sha256,digest,sha256.digest,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha256,update,sha256.update,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha256,__init__,sha256.__init__,method,"(self, *argv, **kwargs)",False,True,0,uhashlib.pyi
uhashlib,sha1,digest,sha1.digest,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha1,update,sha1.update,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha1,__init__,sha1.__init__,method,"(self, *argv, **kwargs)",False,True,0,uhashlib.pyi
uheapq,,heappop,heappop,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
uheapq,,heappush,heappush,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
uheapq,,heapify,heapify,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
urandom,,randrange,randrange,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,random,random,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,seed,seed,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,uniform,uniform,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,choice,choice,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,randint,randint,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,getrandbits,getrandbits,function,"(*args, **kwargs)",True,True,0,urandom.pyi
ure,,sub,sub,function,"(*args, **kwargs)",True,True,0,ure.pyi
ure,,search,search,function,"(*args, **kwargs)",True,True,0,ure.pyi
ure,,match,match,function,"(*args, **kwargs)",True,True,0,ure.pyi
ure,,compile,compile,function,"(*args, **kwargs)",True,True,0,ure.pyi
urequests,,delete,delete,function,"(*args, **kwargs)",True,True,0,urequests.pyi
urequests,,head,head,function,"(*args, **kwargs)",True,True,0,urequests.pyi
urequests,,patch,patch,function,"(*args, **kwargs)",True,True,0,urequests.pyi
urequests,,post,post,function,"(*args, **kwargs)",True,True,0,urequests.pyi
urequests,,request,request,function,"(*args, **kwargs)",True,True,0,urequests.pyi
urequests,,put,put,function,"(*args, **kwargs)",True,True,0,urequests.pyi
urequests,,get,get,function,"(*args, **kwargs)",True,True,0,urequests.pyi
urequests,Response,json,Response.json,method,"(self, *args, **kwargs)",True,True,0,urequests.pyi
urequests,Response,close,Response.close,method,"(self, *args, **kwargs)",True,True,0,urequests.pyi
urequests,Response,__init__,Response.__init__,method,"(self, *argv, **kwargs)",False,True,0,urequests.pyi
uwebsocket,websocket,readline,websocket.readline,method,"(self, *args, **kwargs)",True,True,0,uwebsocket.pyi
uwebsocket,websocket,ioctl,websocket.ioctl,method,"(self, *args, **kwargs)",True,True,0,uwebsocket.pyi
uwebsocket,websocket,write,websocket.write,method,"(self, *args, **kwargs)",True,True,0,uwebsocket.pyi
uwebsocket,websocket,close,websocket.close,method,"(self, *args, **kwargs)",True,True,0,uwebsocket.pyi
uwebsocket,websocket,readinto,websocket.readinto,method,"(self, *args, **kwargs)",True,True,0,uwebsocket.pyi
uwebsocket,websocket,read,websocket.read,method,"(self, *args, **kwargs)",True,True,0,uwebsocket.pyi
uwebsocket,websocket,__init__,websocket.__init__,method,"(self, *argv, **kwargs)",False,True,0,uwebsocket.pyi
vfs,VfsLfs2,rename,VfsLfs2.rename,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,mount,VfsLfs2.mount,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,statvfs,VfsLfs2.statvfs,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,rmdir,VfsLfs2.rmdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,stat,VfsLfs2.stat,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,umount,VfsLfs2.umount,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,remove,VfsLfs2.remove,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,mkdir,VfsLfs2.mkdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,open,VfsLfs2.open,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,ilistdir,VfsLfs2.ilistdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,chdir,VfsLfs2.chdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsLfs2,getcwd,VfsLfs2.getcwd,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,rename,VfsFat.rename,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,mount,VfsFat.mount,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,statvfs,VfsFat.statvfs,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,rmdir,VfsFat.rmdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,stat,VfsFat.stat,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,umount,VfsFat.umount,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,remove,VfsFat.remove,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,mkdir,VfsFat.mkdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,open,VfsFat.open,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,ilistdir,VfsFat.ilistdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,chdir,VfsFat.chdir,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
vfs,VfsFat,getcwd,VfsFat.getcwd,method,"(self, *args, **kwargs)",True,True,0,vfs.pyi
websocket,websocket,readline,websocket.readline,method,"(self, *args, **kwargs)",True,True,0,websocket.pyi
websocket,websocket,ioctl,websocket.ioctl,method,"(self, *args, **kwargs)",True,True,0,websocket.pyi
websocket,websocket,write,websocket.write,method,"(self, *args, **kwargs)",True,True,0,websocket.pyi
websocket,websocket,close,websocket.close,method,"(self, *args, **kwargs)",True,True,0,websocket.pyi
websocket,websocket,readinto,websocket.readinto,method,"(self, *args, **kwargs)",True,True,0,websocket.pyi
websocket,websocket,read,websocket.read,method,"(self, *args, **kwargs)",True,True,0,websocket.pyi
websocket,websocket,__init__,websocket.__init__,method,"(self, *argv, **kwargs)",False,True,0,websocket.pyi
_onewire,,reset,reset,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,writebyte,writebyte,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,writebit,writebit,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,crc8,crc8,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,readbyte,readbyte,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_onewire,,readbit,readbit,function,"(*args, **kwargs)",True,True,0,_onewire.pyi
_thread,,get_ident,get_ident,function,"(*args, **kwargs)",True,True,0,_thread.pyi
_thread,,start_new_thread,start_new_thread,function,"(*args, **kwargs)",True,True,0,_thread.pyi
_thread,,stack_size,stack_size,function,"(*args, **kwargs)",True,True,0,_thread.pyi
_thread,,exit,exit,function,"(*args, **kwargs)",True,True,0,_thread.pyi
_thread,,allocate_lock,allocate_lock,function,"(*args, **kwargs)",True,True,0,_thread.pyi
_thread,LockType,locked,LockType.locked,method,"(self, *args, **kwargs)",True,True,0,_thread.pyi
_thread,LockType,release,LockType.release,method,"(self, *args, **kwargs)",True,True,0,_thread.pyi
_thread,LockType,acquire,LockType.acquire,method,"(self, *args, **kwargs)",True,True,0,_thread.pyi
_thread,LockType,__init__,LockType.__init__,method,"(self, *argv, **kwargs)",False,True,0,_thread.pyi
deflate,DeflateIO,readinto,DeflateIO.readinto,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,readline,DeflateIO.readline,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,write,DeflateIO.write,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,read,DeflateIO.read,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
deflate,DeflateIO,close,DeflateIO.close,method,"(self, *args, **kwargs)",True,True,0,deflate.pyi
dht,,dht_readinto,dht_readinto,function,"(*args, **kwargs)",True,True,0,dht.pyi
dht,DHTBase,measure,DHTBase.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHTBase,__init__,DHTBase.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
dht,DHT22,measure,DHT22.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,temperature,DHT22.temperature,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,humidity,DHT22.humidity,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT22,__init__,DHT22.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
dht,DHT11,measure,DHT11.measure,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,temperature,DHT11.temperature,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,humidity,DHT11.humidity,method,"(self, *args, **kwargs)",True,True,0,dht.pyi
dht,DHT11,__init__,DHT11.__init__,method,"(self, *argv, **kwargs)",False,True,0,dht.pyi
ds18x20,,const,const,function,"(*args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,read_scratch,DS18X20.read_scratch,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,read_temp,DS18X20.read_temp,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,write_scratch,DS18X20.write_scratch,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,convert_temp,DS18X20.convert_temp,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,scan,DS18X20.scan,method,"(self, *args, **kwargs)",True,True,0,ds18x20.pyi
ds18x20,DS18X20,__init__,DS18X20.__init__,method,"(self, *argv, **kwargs)",False,True,0,ds18x20.pyi
framebuf,,FrameBuffer1,FrameBuffer1,function,"(*args, **kwargs)",True,True,0,framebuf.pyi
framebuf,FrameBuffer,fill_rect,FrameBuffer.fill_rect,method,"(self, *args, **kwargs)",True,True,0,framebuf.pyi
gc,,isenabled,isenabled,function,"(*args, **kwargs)",True,True,0,gc.pyi
hashlib,sha256,digest,sha256.digest,method,"(self, *args, **kwargs)",True,True,0,hashlib.pyi
hashlib,sha256,update,sha256.update,method,"(self, *args, **kwargs)",True,True,0,hashlib.pyi
machine,,dht_readinto,dht_readinto,function,"(*args, **kwargs)",True,True,0,machine.pyi
machine,WDT,timeout_ms,WDT.timeout_ms,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,ADC,deinit,ADC.deinit,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,DAC,write,DAC.write,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,DAC,__init__,DAC.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,SoftSPI,deinit,SoftSPI.deinit,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,init,SoftSPI.init,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,write_readinto,SoftSPI.write_readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,read,SoftSPI.read,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,write,SoftSPI.write,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftSPI,readinto,SoftSPI.readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,USBDevice.BUILTIN_CDC,__init__,USBDevice.BUILTIN_CDC.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,USBDevice.BUILTIN_NONE,__init__,USBDevice.BUILTIN_NONE.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,USBDevice.BUILTIN_DEFAULT,__init__,USBDevice.BUILTIN_DEFAULT.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,Pin,disable,Pin.disable,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,Pin.board,__init__,Pin.board.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,Pin.cpu,__init__,Pin.cpu.__init__,method,"(self, *argv, **kwargs)",False,True,0,machine.pyi
machine,SoftI2C,readfrom_mem_into,SoftI2C.readfrom_mem_into,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom_into,SoftI2C.readfrom_into,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom_mem,SoftI2C.readfrom_mem,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writeto_mem,SoftI2C.writeto_mem,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,scan,SoftI2C.scan,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writeto,SoftI2C.writeto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,writevto,SoftI2C.writevto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,start,SoftI2C.start,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readfrom,SoftI2C.readfrom,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,readinto,SoftI2C.readinto,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,init,SoftI2C.init,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,stop,SoftI2C.stop,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,SoftI2C,write,SoftI2C.write,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,RTC,calibration,RTC.calibration,method,"(self, *args, **kwargs)",True,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, channel, *, **kwargs)",False,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, source, *, **kwargs)",False,True,0,machine.pyi
machine,ADCBlock,connect,ADCBlock.connect,method,"(self, channel, source, *, **kwargs)",False,True,0,machine.pyi
math,,isclose,isclose,function,"(*args, **kwargs)",True,True,0,math.pyi
math,,factorial,factorial,function,"(*args, **kwargs)",True,True,0,math.pyi
onewire,OneWire,select_rom,OneWire.select_rom,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,writebit,OneWire.writebit,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,writebyte,OneWire.writebyte,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,_search_rom,OneWire._search_rom,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,write,OneWire.write,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,crc8,OneWire.crc8,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readinto,OneWire.readinto,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,scan,OneWire.scan,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,reset,OneWire.reset,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readbit,OneWire.readbit,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,readbyte,OneWire.readbyte,method,"(self, *args, **kwargs)",True,True,0,onewire.pyi
onewire,OneWire,__init__,OneWire.__init__,method,"(self, *argv, **kwargs)",False,True,0,onewire.pyi
samd,,pininfo,pininfo,function,"(*args, **kwargs)",True,True,0,samd.pyi
samd,Flash,readblocks,Flash.readblocks,method,"(self, *args, **kwargs)",True,True,0,samd.pyi
samd,Flash,writeblocks,Flash.writeblocks,method,"(self, *args, **kwargs)",True,True,0,samd.pyi
samd,Flash,ioctl,Flash.ioctl,method,"(self, *args, **kwargs)",True,True,0,samd.pyi
samd,Flash,__init__,Flash.__init__,method,"(self, *argv, **kwargs)",False,True,0,samd.pyi
ucollections,OrderedDict,popitem,OrderedDict.popitem,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,pop,OrderedDict.pop,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,values,OrderedDict.values,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,setdefault,OrderedDict.setdefault,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,update,OrderedDict.update,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,copy,OrderedDict.copy,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,clear,OrderedDict.clear,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,keys,OrderedDict.keys,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,get,OrderedDict.get,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,items,OrderedDict.items,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,fromkeys,OrderedDict.fromkeys,method,"(cls, *args, **kwargs)",True,True,0,ucollections.pyi
ucollections,OrderedDict,__init__,OrderedDict.__init__,method,"(self, *args, **kwargs)",True,True,0,ucollections.pyi
uhashlib,sha256,digest,sha256.digest,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha256,update,sha256.update,method,"(self, *args, **kwargs)",True,True,0,uhashlib.pyi
uhashlib,sha256,__init__,sha256.__init__,method,"(self, *argv, **kwargs)",False,True,0,uhashlib.pyi
uheapq,,heappop,heappop,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
uheapq,,heappush,heappush,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
uheapq,,heapify,heapify,function,"(*args, **kwargs)",True,True,0,uheapq.pyi
urandom,,randrange,randrange,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,random,random,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,seed,seed,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,uniform,uniform,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,choice,choice,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,randint,randint,function,"(*args, **kwargs)",True,True,0,urandom.pyi
urandom,,getrandbits,getrandbits,function,"(*args, **kwargs)",True,True,0,urandom.pyi
ure,,sub,sub,function,"(*args, **kwargs)",True,True,0,ure.pyi
ure,,search,search,function,"(*args, **kwargs)",True,True,0,ure.pyi
ure,,match,match,function,"(*args, **kwargs)",True,True,0,ure.pyi
ure,,compile,compile,function,"(*args, **kwargs)",True,True,0,ure.pyi
